Date,Anomaly
191412,-0.1540
191501,-0.0880
191502,0.0240
191503,0.1940
191504,0.5020
191505,0.6680
191506,0.4800
191507,0.2880
191508,0.1620
191509,0.0420
191510,-0.0200
191511,0.1060
191512,0.1620
191601,0.1280
191602,0.1160
191603,0.0740
191604,-0.0220
191605,0.0360
191606,0.0520
191607,0.1140
191608,0.3000
191609,0.4820
191610,0.4300
191611,0.3180
191612,0.1180
191701,-0.0740
191702,-0.1620
191703,-0.1620
191704,0.0860
191705,0.5420
191706,0.9180
191707,1.0940
191708,1.2480
191709,1.2240
191710,0.9740
191711,0.6300
191712,0.4700
191801,0.2140
191802,-0.1060
191803,-0.3940
191804,-0.8560
191805,-0.9960
191806,-1.0220
191807,-1.0040
191808,-0.8660
191809,-0.3140
191810,-0.2280
191811,-0.1120
191812,-0.0540
191901,0.0120
191902,-0.1720
191903,-0.3640
191904,-0.6000
191905,-0.7020
191906,-0.9600
191907,-0.9800
191908,-0.8320
191909,-0.6680
191910,-0.5920
191911,-0.2780
191912,-0.1080
192001,0.0560
192002,0.0880
192003,-0.0200
192004,-0.1460
192005,-0.2220
192006,-0.4140
192007,-0.5320
192008,-0.3820
192009,-0.3060
192010,-0.3580
192011,-0.3640
192012,-0.3260
192101,-0.2800
192102,-0.1580
192103,0.0300
192104,0.2420
192105,0.4860
192106,0.6300
192107,0.6020
192108,0.5780
192109,0.4660
192110,0.2540
192111,0.0840
192112,-0.0320
192201,-0.1220
192202,-0.2060
192203,-0.2060
192204,-0.1760
192205,-0.2780
192206,-0.3260
192207,-0.3000
192208,-0.3240
192209,-0.3600
192210,-0.3540
192211,-0.3940
192212,-0.4940
192301,-0.5180
192302,-0.5480
192303,-0.5160
192304,-0.5040
192305,-0.5260
192306,-0.7000
192307,-0.8660
192308,-0.7940
192309,-0.7120
192310,-0.5120
192311,-0.2340
192312,0.0160
192401,0.1240
192402,0.1420
192403,0.1820
192404,0.3160
192405,0.3760
192406,0.2700
192407,0.1880
192408,0.0520
192409,-0.1560
192410,-0.3060
192411,-0.4820
192412,-0.6100
192501,-0.6700
192502,-0.6340
192503,-0.4740
192504,-0.1860
