Date,Anomaly
197207,0.36
197208,-0.01
197209,0.36
197210,0.69
197211,0.62
197212,0.51
197301,0.67
197302,0.79
197303,0.81
197304,0.86
197305,1.09
197306,1.03
197307,1.34
197308,1.06
197309,0.99
197310,1.28
197311,1.14
197312,0.51
197401,0.16
197402,0.10
197403,0.04
197404,0.31
197405,0.73
197406,1.06
197407,0.72
197408,0.47
197409,0.05
197410,-0.09
197411,0.27
197412,0.05
197501,0.24
197502,0.35
197503,0.16
197504,0.40
197505,0.63
197506,0.92
197507,0.60
197508,0.01
197509,-0.21
197510,0.35
197511,0.47
197512,-0.14
197601,-0.17
197602,-0.15
197603,0.13
197604,0.14
197605,-0.01
197606,-0.06
197607,-0.58
197608,-0.51
197609,-0.42
197610,-0.51
197611,-0.16
197612,-0.17
197701,-0.07
197702,0.03
197703,0.05
197704,0.45
197705,0.68
197706,0.23
197707,0.16
197708,0.48
197709,0.40
197710,0.57
197711,0.58
197712,0.01
197801,-0.04
197802,-0.13
197803,-0.19
197804,-0.20
197805,-0.22
197806,0.08
197807,-0.21
197808,0.16
197809,0.06
197810,0.13
197811,0.07
197812,-0.09
197901,0.26
197902,0.17
197903,0.31
197904,0.80
197905,0.57
197906,0.55
197907,0.69
197908,0.67
197909,0.32
197910,0.61
197911,0.56
197912,0.34
198001,0.39
198002,0.25
198003,0.05
198004,0.53
198005,0.50
198006,0.12
198007,0.00
198008,0.44
198009,0.56
198010,0.57
198011,0.42
198012,-0.04
198101,-0.16
198102,0.04
198103,0.18
198104,0.54
198105,0.08
198106,0.50
198107,0.05
198108,0.22
198109,0.35
198110,0.62
198111,0.99
198112,0.46
198201,0.49
198202,0.36
198203,0.55
198204,0.47
198205,0.28
198206,-0.05
198207,-0.16
198208,-0.20
198209,-0.24
198210,-0.11
198211,-0.22
198212,0.15
198301,-0.27
198302,0.23
198303,0.83
198304,0.32
198305,0.35
198306,0.15
198307,0.01
198308,-0.12
198309,-0.28
198310,0.40
198311,0.53
198312,0.01
198401,0.09
198402,0.13
198403,0.63
198404,0.56
198405,0.87
198406,1.38
198407,1.14
198408,1.16
198409,1.07
198410,0.93
198411,0.54
198412,0.63
198501,0.35
198502,0.08
198503,0.29
198504,0.29
198505,0.66
198506,0.58
198507,0.50
198508,0.84
198509,0.34
198510,0.64
198511,0.77
198512,0.22
198601,0.14
198602,0.23
198603,0.33
198604,0.60
198605,0.87
198606,0.86
198607,0.14
198608,0.02
198609,0.29
198610,0.08
198611,0.17
198612,-0.41
198701,0.12
198702,0.13
198703,0.51
198704,1.05
198705,1.35
198706,1.33
198707,1.71
198708,1.86
198709,1.23
198710,1.19
198711,1.25
198712,0.87
198801,0.62
198802,0.52
198803,0.93
198804,1.07
198805,1.12
198806,1.58
198807,1.35
198808,0.65
198809,0.71
198810,0.89
198811,0.89
198812,0.29
198901,0.25
198902,0.22
198903,0.01
198904,0.62
198905,0.92
198906,1.15
198907,1.14
198908,1.02
198909,0.52
198910,0.71
198911,0.56
198912,0.26
199001,-0.21
199002,0.01
199003,0.48
199004,0.80
199005,0.41
199006,0.68
199007,0.51
199008,0.25
199009,0.48
199010,0.78
199011,0.78
199012,0.20
199101,0.59
199102,0.52
199103,0.56
199104,0.35
199105,0.85
199106,1.27
199107,1.29
199108,0.79
199109,0.63
199110,0.31
199111,0.10
199112,-0.06
199201,-0.38
199202,0.24
199203,0.04
199204,0.49
199205,0.19
199206,0.53
199207,-0.05
199208,-0.08
199209,0.31
199210,0.62
199211,0.42
199212,0.57
199301,-0.02
199302,0.03
199303,0.08
199304,0.30
199305,0.74
199306,0.49
199307,0.63
199308,0.47
199309,0.75
199310,1.12
199311,0.73
199312,0.51
199401,0.26
199402,0.41
199403,0.59
199404,0.52
199405,0.69
199406,0.64
199407,0.36
199408,0.61
199409,0.48
199410,0.85
199411,0.98
199412,0.77
199501,0.87
199502,0.86
199503,1.01
199504,0.73
199505,1.08
199506,1.28
199507,0.87
199508,0.66
199509,0.62
199510,0.75
199511,1.04
199512,0.55
199601,0.05
199602,0.06
199603,0.48
199604,0.71
199605,1.25
199606,1.06
199607,0.75
199608,0.53
199609,0.30
199610,0.03
199611,-0.02
199612,-0.22
199701,-0.41
199702,0.09
199703,0.24
199704,0.20
199705,0.91
199706,0.43
199707,0.73
199708,0.23
199709,0.99
199710,1.20
199711,1.00
199712,0.97
199801,0.89
199802,1.18
199803,1.41
199804,1.33
199805,1.44
199806,1.60
199807,1.05
199808,1.03
199809,0.91
199810,1.21
199811,1.47
199812,0.97
199901,0.75
199902,0.42
199903,0.67
199904,0.89
199905,1.20
199906,1.56
199907,1.27
199908,1.20
199909,0.61
199910,0.54
199911,0.68
199912,0.70
200001,0.69
200002,0.69
200003,1.12
200004,0.42
200005,0.83
200006,0.63
200007,0.79
200008,0.69
200009,0.44
200010,0.52
200011,0.65
200012,0.20
200101,0.32
200102,0.27
200103,0.82
200104,0.63
200105,1.16
200106,0.64
200107,0.55
200108,0.45
200109,0.38
200110,0.61
200111,0.23
200112,0.05
200201,0.53
200202,0.49
200203,0.64
200204,0.64
200205,0.95
200206,1.39
200207,1.26
200208,1.12
200209,0.16
200210,0.62
200211,0.82
200212,0.58
200301,0.84
200302,0.75
200303,1.31
200304,0.83
200305,1.17
200306,0.99
200307,0.97
200308,1.42
200309,0.97
200310,1.41
200311,0.99
200312,0.82
200401,0.81
200402,0.61
200403,0.71
200404,0.38
200405,0.38
200406,0.74
200407,0.61
200408,1.06
200409,1.21
200410,1.55
200411,1.44
200412,0.75
200501,1.10
200502,0.73
200503,1.07
200504,1.09
200505,0.59
200506,0.33
200507,0.42
200508,0.59
200509,0.70
200510,0.91
200511,1.07
200512,0.66
200601,0.55
200602,0.59
200603,0.68
200604,0.73
200605,0.72
200606,1.50
200607,1.16
200608,0.96
