# Title: 0.0 Degrees N, 0.0 Degrees E Average Temperature Anomalies
# Units: Degrees Celsius
# Missing: -999
# Base Period: 1991-2020
Date,Anomaly
196102,-0.15
196103,-0.31
196104,-0.14
196105,0.26
196106,-0.53
196107,-1.33
196108,-0.68
196109,-0.91
196110,-0.43
196111,0.01
196112,-0.22
196201,-0.32
196202,-0.24
196203,-0.40
196204,-0.21
196205,-0.22
196206,-0.50
196207,-0.56
196208,-0.63
196209,-0.99
196210,-0.56
196211,-0.68
196212,-0.27
196301,-0.20
196302,-0.24
196303,-0.18
196304,-0.10
196305,0.04
196306,0.60
196307,0.37
196308,0.53
196309,0.33
196310,-0.06
196311,0.08
196312,-0.35
196401,-0.09
196402,-0.32
196403,-0.34
196404,-0.10
196405,-0.24
196406,-0.45
196407,-0.44
196408,-0.67
196409,-1.18
196410,-1.65
196411,-1.34
196412,-1.24
196501,-1.22
196502,-1.01
196503,-0.47
196504,-0.16
196505,-0.27
196506,-0.25
196507,-0.77
196508,-0.60
196509,-0.47
196510,-0.60
196511,-0.52
196512,-0.67
196601,-0.66
196602,-0.48
196603,-0.28
196604,-0.17
196605,-0.13
196606,0.19
196607,0.40
196608,-0.27
196609,-0.87
196610,-0.55
196611,-0.37
196612,0.00
196701,-0.18
196702,-0.33
196703,-0.36
196704,-0.27
196705,-0.10
196706,-0.62
196707,-0.86
196708,-1.07
196709,-1.16
196710,-1.27
196711,-0.96
196712,-0.97
196801,-1.05
196802,-0.67
196803,-1.13
196804,-0.34
196805,-0.38
196806,-0.39
196807,-0.21
196808,0.22
196809,-0.11
196810,0.04
196811,-0.17
196812,-0.64
196901,-0.13
196902,0.06
196903,-0.03
196904,0.06
196905,-0.32
196906,-0.45
196907,-0.83
196908,-0.88
196909,-0.95
196910,-0.99
196911,-1.07
196912,-0.80
197001,-0.61
197002,-0.37
197003,-0.44
197004,-0.23
197005,-0.36
197006,-0.53
197007,-0.82
197008,-0.86
197009,-0.81
197010,-0.57
197011,-0.35
197012,-0.44
197101,-0.74
197102,-1.02
197103,-0.80
197104,-0.37
197105,-0.25
197106,-0.39
197107,-0.39
197108,-0.66
197109,-0.89
197110,-0.69
197111,-0.86
197112,-1.33
197201,-0.85
197202,-0.72
197203,-0.79
197204,-0.66
197205,-0.87
197206,-0.56
197207,-0.59
197208,-0.96
197209,-0.42
197210,-0.30
197211,-0.33
197212,-0.17
197301,-0.06
197302,0.15
197303,-0.01
197304,0.07
197305,0.10
197306,0.00
197307,0.39
197308,0.11
197309,0.21
197310,0.29
197311,0.19
197312,-0.17
197401,-0.57
197402,-0.54
197403,-0.78
197404,-0.48
197405,-0.26
197406,0.03
197407,-0.23
197408,-0.48
197409,-0.73
197410,-1.08
197411,-0.68
197412,-0.63
197501,-0.49
197502,-0.29
197503,-0.66
197504,-0.39
197505,-0.36
197506,-0.11
197507,-0.35
197508,-0.94
197509,-0.99
197510,-0.64
197511,-0.48
197512,-0.82
197601,-0.90
197602,-0.79
197603,-0.69
197604,-0.65
197605,-1.00
197606,-1.09
197607,-1.53
197608,-1.46
197609,-1.20
197610,-1.50
197611,-1.11
197612,-0.85
197701,-0.80
197702,-0.61
197703,-0.77
197704,-0.34
197705,-0.31
197706,-0.80
197707,-0.79
197708,-0.47
197709,-0.38
197710,-0.42
197711,-0.37
197712,-0.67
197801,-0.77
197802,-0.77
197803,-1.01
197804,-0.99
197805,-1.21
197806,-0.95
197807,-1.16
197808,-0.79
197809,-0.72
197810,-0.86
197811,-0.88
197812,-0.77
197901,-0.47
197902,-0.47
197903,-0.51
197904,0.01
197905,-0.42
197906,-0.48
197907,-0.26
197908,-0.28
197909,-0.46
197910,-0.38
197911,-0.39
197912,-0.34
198001,-0.34
198002,-0.39
198003,-0.77
198004,-0.26
198005,-0.49
198006,-0.91
198007,-0.95
198008,-0.51
198009,-0.22
198010,-0.42
198011,-0.53
198012,-0.72
198101,-0.89
198102,-0.60
198103,-0.64
198104,-0.25
198105,-0.91
198106,-0.53
198107,-0.90
198108,-0.73
198109,-0.43
198110,-0.37
198111,0.04
198112,-0.22
198201,-0.24
198202,-0.28
198203,-0.27
198204,-0.32
198205,-0.71
198206,-1.08
198207,-1.11
198208,-1.15
198209,-1.02
198210,-1.10
198211,-1.17
198212,-0.53
198301,-1.00
198302,-0.41
198303,0.01
198304,-0.47
198305,-0.64
198306,-0.88
198307,-0.94
198308,-1.07
198309,-1.06
198310,-0.59
198311,-0.42
198312,-0.67
198401,-0.64
198402,-0.51
198403,-0.19
198404,-0.23
198405,-0.12
198406,0.35
198407,0.19
198408,0.21
198409,0.29
198410,-0.06
198411,-0.41
198412,-0.05
198501,-0.38
198502,-0.56
198503,-0.53
198504,-0.50
198505,-0.33
198506,-0.45
198507,-0.45
198508,-0.11
198509,-0.44
198510,-0.35
198511,-0.18
198512,-0.46
198601,-0.59
198602,-0.41
198603,-0.49
198604,-0.19
198605,-0.12
198606,-0.17
198607,-0.81
198608,-0.93
198609,-0.49
198610,-0.91
198611,-0.78
198612,-1.09
198701,-0.61
198702,-0.51
198703,-0.31
198704,0.26
198705,0.36
198706,0.30
198707,0.76
198708,0.91
198709,0.45
198710,0.20
198711,0.30
198712,0.19
198801,-0.11
198802,-0.12
198803,0.11
198804,0.28
198805,0.13
198806,0.55
198807,0.40
198808,-0.30
198809,-0.07
198810,-0.10
198811,-0.06
198812,-0.39
198901,-0.48
198902,-0.42
198903,-0.81
198904,-0.17
198905,-0.07
198906,0.12
198907,0.19
198908,0.07
198909,-0.26
198910,-0.28
198911,-0.39
198912,-0.42
199001,-0.94
199002,-0.63
199003,-0.34
199004,0.01
199005,-0.58
199006,-0.35
199007,-0.44
199008,-0.70
199009,-0.30
199010,-0.21
199011,-0.17
199012,-0.48
199101,-0.14
199102,-0.12
199103,-0.26
199104,-0.44
199105,-0.14
199106,0.24
199107,0.34
199108,-0.16
199109,-0.15
199110,-0.68
199111,-0.85
199112,-0.74
199201,-1.11
199202,-0.40
199203,-0.78
199204,-0.30
199205,-0.80
199206,-0.50
199207,-1.00
199208,-1.03
199209,-0.47
199210,-0.37
199211,-0.53
199212,-0.11
199301,-0.75
199302,-0.61
199303,-0.74
199304,-0.49
199305,-0.25
199306,-0.54
199307,-0.32
199308,-0.48
199309,-0.03
199310,0.13
199311,-0.22
199312,-0.17
